path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Data/Legacy_AOI00/data_final/reports/initial_pipeline_audit.md,.md,2002,tracked,deprecated or diagnostic scientific output,no,no,a2cba995e6aff71b7cfd5abb0fe8cff663ff51fe0068cb8d6d55949959bc8734,yes,no,no,yes,no,no
Data/Legacy_AOI00/data_final/reports/model_parameters.csv,.csv,3182,tracked,deprecated or diagnostic scientific output,no,no,eea504315650b4d4347009f61902846b33e99938536f840b5c0263d87a4644c4,yes,no,no,yes,no,no
Data/Legacy_AOI00/data_final/reports/preprocessing_and_retraining_summary.md,.md,1952,tracked,deprecated or diagnostic scientific output,no,no,4986a868dc7db0941c637533cd2ed29e218093d3d1fe8c415aefca4909b9a182,yes,no,no,yes,no,no
Data/Legacy_AOI00/data_final/reports/preprocessing_statistics.csv,.csv,222335,tracked,deprecated or diagnostic scientific output,no,no,6ce5ca32583faa5220fac86093b696e49ff8dd715a7c55244645ec289ad51418,yes,no,no,yes,yes,no
Data/Legacy_AOI00/data_final/reports/training_sample_statistics.csv,.csv,433,tracked,deprecated or diagnostic scientific output,no,no,c93780b40765ba56b3c0a843a676b465fc2db44f2ba4610475e6b9ddb9550a4a,yes,no,no,yes,no,no
Data/Legacy_AOI00/data_final/reports/unresolved_issues.md,.md,273,tracked,deprecated or diagnostic scientific output,no,no,5b9c289b78b7ccb8df240d775279800250db7750bacf4019198b2fc63b0fb363,yes,no,no,yes,no,no
Data/Legacy_AOI00/data_final/reports/water_mask_statistics.csv,.csv,3662,tracked,deprecated or diagnostic scientific output,no,no,66d4f7d4e23aafa930ab132805dfb60132b42d07e2de145d0b0a8c6db5e4a486,yes,no,no,yes,no,no
Data/Legacy_AOI00/reports/endpoint_sensitivity_metrics.csv,.csv,3045,tracked,deprecated or diagnostic scientific output,no,no,5929bb223c897d161506a63b3de273fa25bafdcc462401fa758d7a1211a5b049,yes,no,no,yes,no,no
Data/Legacy_AOI00/reports/formula_vs_ols_comparison.csv,.csv,350,tracked,deprecated or diagnostic scientific output,no,no,5236624bed5df12b13028591fd40d484fb6fbff9596b3a98cce01b2082bea4c7,yes,no,no,yes,no,no
Data/Provenance/00_execution_manifest/BLOCK_MANIFEST.csv,.csv,6178044,tracked,design/provenance metadata,yes,yes,not computed (large),no,no,yes,no,no,not scanned (binary/large)
Data/Provenance/00_execution_manifest/MULTI_AOI_DRY_RUN.json,.json,12566,tracked,design/provenance metadata,yes,yes,501172ad94a9a461f5eb718b7e66e58a5fcb5a2780c807420b180b42f240bfad,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/PRE_EXECUTION_GATE.json,.json,4324,tracked,design/provenance metadata,yes,yes,7a148ea89bf844a4167a9f125149575021210cb3b2aed868b70c769871504ae8,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/PRE_EXECUTION_GATE.md,.md,2625,tracked,design/provenance metadata,yes,yes,4d7528abe718280c5e8712be41e86af1a17c1526d850cfe820930853c8fcbf15,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/PROCESSING_HASH.json,.json,6398,tracked,design/provenance metadata,yes,yes,7785a00f58b149971a38636407d50e116f2ee578857eafd08dc1198cb8d03c11,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/ROLLING_ORIGIN_DRY_RUN.json,.json,18122,tracked,design/provenance metadata,yes,yes,59e314cef1132d4633b80120f81fc15c54f5d39821db0b2925773e39ab202d68,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/SCIENTIFIC_EXECUTION_MANIFEST.csv,.csv,50892,tracked,design/provenance metadata,yes,yes,4a4c5bba02f74d0e25631e11833d98a1e44615c84956d8273eb194a96f3a6dba,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/SCIENTIFIC_EXECUTION_MANIFEST.json,.json,672706,tracked,design/provenance metadata,yes,yes,48b994d9d9a4f1e21951267b2b5d6cf7cd346e0faf3d9ca77d30aef09d6ce987,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/ACTIVE_SOURCE_MANIFEST.json,.json,657,tracked,design/provenance metadata,yes,yes,2c10c14061ed13c5b1838ea7222684e8021b523f7f77f7496a065a4cf29be68f,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/FROZEN_landsat_scene_manifest.csv,.csv,394962,tracked,design/provenance metadata,yes,yes,e13e1a32b38f0f88cc2ef4d193c6c7eca9f3bb6a3f16acbb5615611e389bdfea,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/FROZEN_modis_scene_manifest.csv,.csv,206160,tracked,design/provenance metadata,yes,yes,907a70eb866b07cecc4044a3a996ffba057c6d1adf1deffb8e59cf63eb157d6b,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/FROZEN_sentinel2_scene_manifest.csv,.csv,489336,tracked,design/provenance metadata,yes,yes,3b261bc9d460f3ce0656a1a3a673b4a403fc4887fc6905179a08a9ce9fadc573,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/SOURCE_MANIFEST_INDEX.csv,.csv,18393,tracked,design/provenance metadata,yes,yes,3ab8e8bf3c971b2ba146b98618983233bd73cdda7315e1ba8f201a4d0abc9404,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_LANDSAT_SCENE_MANIFEST.csv,.csv,531192,tracked,design/provenance metadata,yes,yes,b232b0dae0295b93d3041b744f62277b82915ff700f803336d1dfe937563610e,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_MODIS_SCENE_MANIFEST.csv,.csv,256200,tracked,design/provenance metadata,yes,yes,eb8fbd989da43aa946599b3d166404d7e71e7d7976ee8a600cc642e09a05f8db,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_SENTINEL_CLOUD_JOIN_MANIFEST.csv,.csv,223394,tracked,design/provenance metadata,yes,yes,c5b078c46cd1985e551cf2501d9ea7265d8d9e1e9ebfb5d38767888cd73c21d0,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_SENTINEL_SCENE_MANIFEST.csv,.csv,635515,tracked,design/provenance metadata,yes,yes,d4df5050c858819d90acf7b206b2390235d9519954919666c88c2d25ea5362f3,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_SOURCE_MANIFEST.json,.json,657,tracked,design/provenance metadata,yes,yes,2c10c14061ed13c5b1838ea7222684e8021b523f7f77f7496a065a4cf29be68f,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/ACTIVE_SOURCE_MANIFEST_INDEX.csv,.csv,18393,tracked,design/provenance metadata,yes,yes,a3dadcf60c056a79c87b62a0d9a3158d06f5b74fc311164ca0e424062b995f23,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/SENTINEL_CLOUD_ASSET_VALIDATION.csv,.csv,43044,tracked,design/provenance metadata,yes,yes,71601bd247b4487e87d1fdd829a487f31d17e56e22a40a29e099ea4613ee657f,no,no,yes,no,no,no
Data/Provenance/00_execution_manifest/source_scenes/active_r2/SOURCE_ASSET_VALIDATION.csv,.csv,165539,tracked,design/provenance metadata,yes,yes,741588f581b886ababe2d4951cfc1e009da2bbb7234898574edf41b937a385bb,no,no,yes,no,no,no
Data/Provenance/01_authorization/SCIENTIFIC_EXECUTION_AUTHORIZATION.md,.md,928,tracked,design/provenance metadata,yes,yes,84e01fda3e2a137787630abd9c50c2331c24b4c4c22884ea0b7b4a2eaddb246e,no,no,yes,no,no,no
Data/Provenance/01_authorization/SCIENTIFIC_EXECUTION_AUTHORIZATION_20260811.md,.md,1686,tracked,design/provenance metadata,yes,yes,9a0715a7f4c8e0cf3085439b888be519053faab84d89710ffc3e3496ca446cc7,no,no,yes,no,no,no
Data/README.md,.md,2619,tracked,repository support artifact,no,no,c5bced52f84c52293943d1c18aab3c9691e4f872b817e9ac2250a799624ac1e5,no,no,no,no,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_2025_METRICS.csv,.csv,39499,tracked,deprecated or diagnostic scientific output,no,no,6551407131d6f7b8db540fe2cf6e9c98cd7a920ef85c21ed6a4150ef9a77e3c7,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_BLOCK_METRICS.csv,.csv,1364815,tracked,deprecated or diagnostic scientific output,no,no,fdd21a030c76244ad72a7f55955363008a737cd9e9db81bfe912a6fdf985f189,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_GROUPKFOLD.csv,.csv,201807,tracked,deprecated or diagnostic scientific output,no,no,fcd27f43a54bb1dd7e836dc4f76cae3fc5c20e49df920843d2b7bf8feb552f40,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_LOYO.csv,.csv,65654,tracked,deprecated or diagnostic scientific output,no,no,3e69cc13a896045509b9ebd8957f828694612c757a949c92ee9bb6c5083e4f2f,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_MODEL_COEFFICIENTS.csv,.csv,35128,tracked,deprecated or diagnostic scientific output,no,no,f15519f628f8c8447b1dd9412ee79d92a909983bbfcc6ba36ff3d9058cb7d171,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_MODEL_METRICS.csv,.csv,39499,tracked,deprecated or diagnostic scientific output,no,no,6551407131d6f7b8db540fe2cf6e9c98cd7a920ef85c21ed6a4150ef9a77e3c7,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_PAIRED_TESTS.csv,.csv,106,tracked,deprecated or diagnostic scientific output,no,no,7ac8b4a6593d42efd94c4d17b9e38346fb6e0ac7bc558cf4892ddbe3e3a9aca3,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_RESERVE.csv,.csv,40158,tracked,deprecated or diagnostic scientific output,no,no,32799a913ab1b0776dd5c5939c5350433e003780d33e1ac56b54022386ade539,yes,no,no,yes,no,no
Data/Results/02_multi_aoi_results/MULTI_AOI_RESULT_OVERVIEW.csv,.csv,42853,tracked,deprecated or diagnostic scientific output,no,no,e3fb2acf6bce4dbdd465a1344138356b356274bcc1b7d1ec72e1c4b5b665a5af,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_BLOCK_METRICS.csv,.csv,1392964,tracked,deprecated or diagnostic scientific output,no,no,a5b6ee263fa96b21db29a59855f17bd4f9f1e8461785501aceb9f08e81d24608,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_COEFFICIENTS.csv,.csv,36170,tracked,deprecated or diagnostic scientific output,no,no,7f3e005a351b25e217ca172b1fe55f0c072736325a5e2160e0c4cef4b14a64e0,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_METRICS.csv,.csv,41283,tracked,deprecated or diagnostic scientific output,no,no,b613571b24a093e9a7a5701930d03ac54b32366daa15f5acdb55cea2a05ef589,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_PAIRED_TESTS.csv,.csv,8999,tracked,deprecated or diagnostic scientific output,no,no,59121c56d42f3ecb79f9646f1ac3745f7cc874d170f99917afd10a328938bb38,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_REPLICATION_SUMMARY.csv,.csv,241,tracked,deprecated or diagnostic scientific output,no,no,52ca175f3c39f759aa93bbed0b3416de43b654e880a93bce6012e4c081b179ee,yes,no,no,yes,no,no
Data/Results/03_rolling_origin_results/ROLLING_ORIGIN_RESULT_OVERVIEW.csv,.csv,41283,tracked,deprecated or diagnostic scientific output,no,no,b613571b24a093e9a7a5701930d03ac54b32366daa15f5acdb55cea2a05ef589,yes,no,no,yes,no,no
Data/Results/04_figures/multi_aoi_block_rmse_ecdf.png,.png,60793,tracked,deprecated or diagnostic scientific output,no,no,afc7c467452a2b1a55d0600c27fafe663ec272a32e0ad25eec3b0ffb8aacd0a3,yes,no,no,yes,no,not scanned (binary/large)
Data/Results/04_figures/multi_aoi_rmse_by_window.png,.png,81307,tracked,deprecated or diagnostic scientific output,no,no,3ccffb5b0ecba6934d89e2f58fddae8e7beb9217e9e26afab2089c3cc800e6ec,yes,no,no,yes,no,not scanned (binary/large)
Data/Results/04_figures/rolling_origin_rmse_by_history.png,.png,69693,tracked,deprecated or diagnostic scientific output,no,no,37a9895214c15bd8d5558e3796fba903c704dd55523dc36f4b41ee0737e3d5a3,yes,no,no,yes,no,not scanned (binary/large)
Data/Results/04_master_tables/execution_status.csv,.csv,50892,tracked,deprecated or diagnostic scientific output,no,no,4a4c5bba02f74d0e25631e11833d98a1e44615c84956d8273eb194a96f3a6dba,yes,no,no,yes,no,no
Data/Results/04_master_tables/fcover_qc_sensitivity_results.csv,.csv,128,tracked,deprecated or diagnostic scientific output,no,no,40bea6f91c93feb300d8fc441f43914f7281b6a4690248671a14814353381d45,yes,no,no,yes,no,no
Data/Results/04_master_tables/model_coefficients.csv,.csv,78662,tracked,deprecated or diagnostic scientific output,no,no,309dcd629905399546667b0f311d723079be6f023786b0d41097fa1b5080c027,yes,no,no,yes,no,no
Data/Results/04_master_tables/multi_aoi_block_results.csv,.csv,1447383,tracked,deprecated or diagnostic scientific output,no,no,44561fb837659f37c15d1d0c8f4399aca4ad21df2779ced8ca6628a7bf85a4d8,yes,no,no,yes,no,no
Data/Results/04_master_tables/multi_aoi_run_results.csv,.csv,44932,tracked,deprecated or diagnostic scientific output,no,no,d09e6738d38cc2a3a5e84ed4c4619eb65e82d0e5c3484b0fe8fb27f3e8488565,yes,no,no,yes,no,no
Data/Results/04_master_tables/rolling_origin_block_results.csv,.csv,1489182,tracked,deprecated or diagnostic scientific output,no,no,61490c803e97183df1b55147003f3f016cc1d1f89c62d5c67814130fa87024fe,yes,no,no,yes,no,no
Data/Results/04_master_tables/rolling_origin_run_results.csv,.csv,43895,tracked,deprecated or diagnostic scientific output,no,no,89eb19c2a83fa1b50f685360340ada0c0fde70ea22eba49ac8efd066a32cedd9,yes,no,no,yes,no,no
Data/Results/04_master_tables/sample_support_by_aoi_year.csv,.csv,807,tracked,deprecated or diagnostic scientific output,no,no,dcda141c137d5060c7292c6d1fc27c129e4a5c9141461a68b485648b74c6faee,yes,no,no,yes,no,no
Data/Results/04_master_tables/sample_support_summary.csv,.csv,2231,tracked,deprecated or diagnostic scientific output,no,no,072b005c75aa27448e9d5c0a67d3787cd2f5c2129ae71a3bae39199fca4aed7a,yes,no,no,yes,no,no
Data/Results/05_validation/DATA_COMPLETENESS_AUDIT.json,.json,488,tracked,deprecated or diagnostic scientific output,no,no,26f8394b09584062692523da13ed2554bcbb6d4a50a971d22eebba326111630c,yes,no,no,yes,no,no
Data/Results/05_validation/PAIRED_EXTRACTION_COMPLETENESS_AUDIT.csv,.csv,3159,tracked,deprecated or diagnostic scientific output,no,no,16e195185510c3515f2718f1a9e6d033434e85492361909abd9c185c55d1e372,yes,no,no,yes,no,no
Data/Results/05_validation/PROTECTED_EVIDENCE_POST_EXECUTION.json,.json,148,tracked,deprecated or diagnostic scientific output,no,no,73edc4a9dfb5b9ae4c3c3aafe36700ab0b626e867265943df683ede3cad1799b,yes,no,no,yes,no,no
Data/Results/05_validation/SCIENCE_IMPLEMENTATION_BLOCKER.json,.json,1152,tracked,deprecated or diagnostic scientific output,no,no,cb159010c394572f0a59fc5f9e6f4dcb1778bd4ffcfdcb7e37b5d5b1b5fe625b,yes,no,no,yes,no,no
Data/Results/05_validation/SCIENTIFIC_RESULT_INTEGRITY_AUDIT.json,.json,1363,tracked,deprecated or diagnostic scientific output,no,no,bd1ab69fe4e9ec0dd12284c5199ce2bdd4ff874329b3ac6c2c564df63e17d809,yes,no,no,yes,no,no
Data/Results/05_validation/execution_status.csv,.csv,16696,tracked,deprecated or diagnostic scientific output,no,no,3fa673f9a5e10b53320b5aec2ed62fc2c57e47fe1de585eefff26f113cee9542,yes,no,no,yes,no,no
Data/Results/05_validation/sample_support_summary.csv,.csv,3159,tracked,deprecated or diagnostic scientific output,no,no,16e195185510c3515f2718f1a9e6d033434e85492361909abd9c185c55d1e372,yes,no,no,yes,no,no
Data/Results/06_result_manifest/SCIENTIFIC_RESULT_MANIFEST.json,.json,17225,tracked,deprecated or diagnostic scientific output,no,no,4c368b3acf1e86186a194c00b50cb03ba3763f27cfee06662042bb41e71550ea,yes,no,no,yes,no,no
Data/Results/06_result_manifest/SCIENTIFIC_RESULT_MANIFEST.md,.md,8423,tracked,deprecated or diagnostic scientific output,no,no,7ae2aff9d9b1b5478740940f8e32d76d5ef15e6079217539efde11a27cef0a86,yes,no,no,yes,no,no
Data/Results/07_result_overview/SCIENTIFIC_EXECUTION_RESEARCHER_SUMMARY.md,.md,1306,tracked,deprecated or diagnostic scientific output,no,no,42cfb53014a61ad584111f90e0a9abc8e2f72231566e38d54a69918272bd026e,yes,no,no,yes,no,no
Data/Results/07_result_overview/SCIENTIFIC_EXECUTION_RESULT_OVERVIEW.md,.md,14621,tracked,deprecated or diagnostic scientific output,no,no,cf187b5e5e0f8cc1ab6777fdedc23e22e5566810f276efd8cf77d15c7eac3780,yes,no,no,yes,no,no
Manuscript/README.md,.md,651,tracked,manuscript artifact,yes,yes,973fac89a8ae606583817d8d386e42d86c92d720b038814ee8ea097f1ad59be8,no,no,no,no,no,no
Manuscript/bibliography.bib,.bib,18442,tracked,manuscript artifact,yes,yes,e8e2fbba782cfbae4cb6714fdf5900b70c0f57f68ba5a5a228f46c6366b1dc9b,no,no,no,no,no,no
Manuscript/figures/fig01_combined.pdf,.pdf,25844,tracked,manuscript artifact,yes,yes,a42949ebf3a71dc89d3164a1d1350e3da6616f733f11be430fffe74994c7134e,no,no,no,no,no,not scanned (binary/large)
Manuscript/figures/fig04_coefficient_stability.pdf,.pdf,60530,tracked,manuscript artifact,yes,yes,d7161a60c0d24670d6aabb36e9192d57c21c9aaee8bc7870fc757beed758ed3b,no,no,no,no,no,not scanned (binary/large)
Manuscript/figures/fig05_rolling_trajectories.pdf,.pdf,27569,tracked,manuscript artifact,yes,yes,6ef7cfd4fdbe2a45bead41b731f6632c50e4f6b18755c255d8ef3c04d316e79c,no,no,no,no,no,not scanned (binary/large)
Manuscript/figures/fig06_paired_effects.pdf,.pdf,23879,tracked,manuscript artifact,yes,yes,c4981f559d7e442286a176b88e561737dff5d6248a41abde3f38cf036e93d864,no,no,no,no,no,not scanned (binary/large)
Manuscript/figures/generate_fig01_combined.py,.py,3344,tracked,manuscript artifact,yes,yes,4b90e45cf5ca7c58411c56072bcda9e6a1bd3429c9da305cdf17e88225269e51,no,no,no,no,no,no
Manuscript/figures/regenerate_fig06_paired_effects.py,.py,3298,tracked,manuscript artifact,yes,yes,4ced9c962b4b58a4f1368fdb12db304cd96e2ba384cc0bf0537a72c054da208f,no,no,no,no,no,no
Manuscript/manuscript_final_submission.pdf,.pdf,292316,tracked,manuscript artifact,yes,yes,486fd62a2d69bb8587515e1fb9eccbd3c45291f9587b03472dfcd942b9d55d5d,no,no,no,no,no,not scanned (binary/large)
Manuscript/manuscript_final_submission.tex,.tex,2218,tracked,manuscript artifact,yes,yes,0f9bdaa982c4792dde156ca07e84b5a87eb9f06e2b204f77b25ffa1f06128d22,no,no,no,no,no,no
Manuscript/sections/abstract.tex,.tex,1772,tracked,manuscript artifact,yes,yes,2c8ce5c081f7602a7fdd77ba1fa7b53e4b1505955645dca5e6956badaaeb75a4,no,no,no,no,no,no
Manuscript/sections/declarations.tex,.tex,1963,tracked,manuscript artifact,yes,yes,b052e8b9d2fea770f2da6271df9591998a633d2e858b025534636599433ca818,no,no,no,no,no,no
Manuscript/sections/discussion.tex,.tex,6943,tracked,manuscript artifact,yes,yes,2e90acda890df64830e44541cbcc284aed137580932331b8f328afb4bfb28b32,no,no,no,no,no,no
Manuscript/sections/introduction.tex,.tex,2270,tracked,manuscript artifact,yes,yes,8a764ea6853fb2fd24b3ff2e54bc292380558cfa7522a4a15e1b64a7ff927390,no,no,no,no,no,no
Manuscript/sections/methods.tex,.tex,11615,tracked,manuscript artifact,yes,yes,aa2c6c8dd33843bad286b4c7e026a82f5495d6661d3f48a61e3a7296147cee86,no,no,no,no,no,no
Manuscript/sections/results.tex,.tex,8136,tracked,manuscript artifact,yes,yes,618aff76aa7048f63136d20a4fde36cfa16878cce4ffbd027f06531215f1ce18,no,no,no,no,no,no
Manuscript/supplementary/sensitivity_tables.tex,.tex,4637,tracked,manuscript artifact,yes,yes,c59cc58fff702971d34630cfd1a8a06d024194ae4091ea47d8308bd678c86a7c,no,no,no,no,no,no
Manuscript/supplementary/supplementary_tables.pdf,.pdf,61752,tracked,manuscript artifact,yes,yes,711c35ef53edec748229d4d5817a9eecab189e7719e9cb30c234dc0d04f6a9fa,no,no,no,no,no,not scanned (binary/large)
Manuscript/supplementary/supplementary_tables.tex,.tex,776,tracked,manuscript artifact,yes,yes,93121c1250ccd42dc96d2b6ab20306588364b741949f9051ffeb8d9248f9e5d4,no,no,no,no,no,no
Manuscript/supplementary/table_S1_paired_contrasts.tex,.tex,12820,tracked,manuscript artifact,yes,yes,242ee96bad05041ded86204619459defd2dee0378a0f4e1af82221fe4cee779f,no,no,no,no,no,no
Manuscript/supplementary/table_S2_loyo_summary.tex,.tex,2422,tracked,manuscript artifact,yes,yes,65751cde490cb9780e5df43fa4e955424eadab5d44d7cbca484e74cbdfe5d7cc,no,no,no,no,no,no
Manuscript/supplementary/table_S3_reserve_summary.tex,.tex,2421,tracked,manuscript artifact,yes,yes,66e7714c931b975c44f1042f5d4a9135dbd835d886db6f607acc24aa2e047e0c,no,no,no,no,no,no
